State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
LA,LA,2016,October,Number of Drug Overdose Deaths,1021,1026,100,0.018089315997739,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,November,Number of Drug Overdose Deaths,1012,1016,100,0.015787099684258,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,December,Number of Drug Overdose Deaths,1004,1007,100,0.009006777600144,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,January,Number of Drug Overdose Deaths,1015,1018,100,0.006729626057112,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,February,Number of Drug Overdose Deaths,1010,1013,100,0.006726909881831,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,March,Number of Drug Overdose Deaths,1020,1023,100,0.004467376979606,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,April,Number of Drug Overdose Deaths,1036,1038,100,0.002230350611116,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,May,Number of Drug Overdose Deaths,1030,1032,100,0.002226526840781,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,June,Number of Drug Overdose Deaths,1016,1019,100,0.004446816079687,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,July,Number of Drug Overdose Deaths,1007,1010,100,0.004444938326481,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,August,Number of Drug Overdose Deaths,1020,1023,100,0.004441384823788,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,September,Number of Drug Overdose Deaths,1014,1016,100,0.002221284346609,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,October,Number of Drug Overdose Deaths,1015,1017,100,0.002218869264223,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,November,Number of Drug Overdose Deaths,1059,1062,100,0.002205995896848,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,December,Number of Drug Overdose Deaths,1102,1105,100,0.00217613648728,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2018,January,Number of Drug Overdose Deaths,1112,1108,100,0.002137528589445,Underreported due to incomplete data.
LA,LA,2018,February,Number of Drug Overdose Deaths,1134,1134,100,0.002132741852926,Underreported due to incomplete data.
LA,LA,2018,March,Number of Drug Overdose Deaths,1166,1170,100,0.006439288244006,Underreported due to incomplete data.
LA,LA,2018,April,Number of Drug Overdose Deaths,1175,1178,100,0.006448561970681,Underreported due to incomplete data.
LA,LA,2018,May,Number of Drug Overdose Deaths,1202,1207,100,0.010730074252114,Underreported due to incomplete data.
LA,LA,2018,June,Number of Drug Overdose Deaths,1212,1219,100,0.010718343372848,Underreported due to incomplete data.
LA,LA,2018,July,Number of Drug Overdose Deaths,1207,1216,100,0.010713061364416,Underreported due to incomplete data.
MA,MA,2015,January,Number of Deaths,57044,,100,1.29899726526892,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,February,Number of Deaths,57676,,100,1.33677786254248,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,March,Number of Deaths,58056,,100,1.34353038445639,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,April,Number of Deaths,58197,,100,1.39010601921061,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,May,Number of Deaths,58356,,100,1.37946397971074,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,June,Number of Deaths,58523,,100,1.40628470857612,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,July,Number of Deaths,58729,,100,1.41156839040338,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,August,Number of Deaths,58790,,100,1.40159891137949,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,September,Number of Deaths,58924,,100,1.33222456045075,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,October,Number of Deaths,59151,,100,1.27470372436645,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,November,Number of Deaths,59104,,100,1.08283703302653,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,December,Number of Deaths,58761,,100,0.813464712989908,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,January,Number of Deaths,57874,,100,0.749904965960535,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,February,Number of Deaths,57469,,100,0.676886669334772,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,March,Number of Deaths,57250,,100,0.646288209606987,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,April,Number of Deaths,57077,,100,0.572910279096659,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,May,Number of Deaths,56934,,100,0.526925914216461,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,June,Number of Deaths,56937,,100,0.447863427999368,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,July,Number of Deaths,56793,,100,0.392654024263554,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,August,Number of Deaths,56981,,100,0.391358523016444,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,September,Number of Deaths,57129,,100,0.385093385145898,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,October,Number of Deaths,57073,,100,0.369701960646891,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,November,Number of Deaths,57362,,100,0.453261741222412,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,December,Number of Deaths,57861,,100,0.480461796374069,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,January,Number of Deaths,58454,,100,0.484141376124816,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,February,Number of Deaths,58797,,100,0.518733949011004,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,March,Number of Deaths,58965,,100,0.537607055032646,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,April,Number of Deaths,59087,,100,0.565268163893919,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,May,Number of Deaths,59072,,100,0.59419014084507,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,June,Number of Deaths,59166,,100,0.654091877091573,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,July,Number of Deaths,59435,,100,0.676369142760999,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,August,Number of Deaths,59589,,100,0.704828072295222,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,September,Number of Deaths,59535,,100,0.695389266817838,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,October,Number of Deaths,59624,,100,0.701059975848652,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,November,Number of Deaths,59559,,100,0.636343793549254,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,December,Number of Deaths,59727,,100,0.602742478276156,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2018,January,Number of Deaths,60029,,100,0.584717386596478,Underreported due to incomplete data.
MA,MA,2018,February,Number of Deaths,59852,,100,0.563055536991245,Underreported due to incomplete data.
MA,MA,2018,March,Number of Deaths,59769,,100,0.543760143218056,Underreported due to incomplete data.
MA,MA,2018,April,Number of Deaths,59636,,100,0.508082366355892,Underreported due to incomplete data.
MA,MA,2018,May,Number of Deaths,59852,,100,0.492882443360289,Underreported due to incomplete data.
MA,MA,2018,June,Number of Deaths,59888,,100,0.434143734971948,Underreported due to incomplete data.
MA,MA,2018,July,Number of Deaths,59909,,100,0.405615183027592,Underreported due to incomplete data.
MA,MA,2015,January,Number of Drug Overdose Deaths,1296,1579,100,1.29899726526892,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,February,Number of Drug Overdose Deaths,1288,1579,100,1.33677786254248,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,March,Number of Drug Overdose Deaths,1331,1634,100,1.34353038445639,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,April,Number of Drug Overdose Deaths,1376,1702,100,1.39010601921061,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,May,Number of Drug Overdose Deaths,1395,1723,100,1.37946397971074,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,June,Number of Drug Overdose Deaths,1408,1746,100,1.40628470857612,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,July,Number of Drug Overdose Deaths,1453,1804,100,1.41156839040338,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,August,Number of Drug Overdose Deaths,1494,1852,100,1.40159891137949,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,September,Number of Drug Overdose Deaths,1549,1898,100,1.33222456045075,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,October,Number of Drug Overdose Deaths,1623,1969,100,1.27470372436645,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,November,Number of Drug Overdose Deaths,1702,2001,100,1.08283703302653,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,December,Number of Drug Overdose Deaths,1723,1942,100,0.813464712989908,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,January,Number of Drug Overdose Deaths,1738,1940,100,0.749904965960535,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,February,Number of Drug Overdose Deaths,1788,1974,100,0.676886669334772,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,March,Number of Drug Overdose Deaths,1812,1991,100,0.646288209606987,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,April,Number of Drug Overdose Deaths,1889,2053,100,0.572910279096659,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,May,Number of Drug Overdose Deaths,1932,2086,100,0.526925914216461,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,June,Number of Drug Overdose Deaths,2001,2135,100,0.447863427999368,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,July,Number of Drug Overdose Deaths,2073,2195,100,0.392654024263554,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,August,Number of Drug Overdose Deaths,2089,2211,100,0.391358523016444,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,September,Number of Drug Overdose Deaths,2131,2254,100,0.385093385145898,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,October,Number of Drug Overdose Deaths,2143,2261,100,0.369701960646891,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,November,Number of Drug Overdose Deaths,2157,2304,100,0.453261741222412,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,December,Number of Drug Overdose Deaths,2198,2357,100,0.480461796374069,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,January,Number of Drug Overdose Deaths,2224,2386,100,0.484141376124816,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,February,Number of Drug Overdose Deaths,2206,2379,100,0.518733949011004,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,March,Number of Drug Overdose Deaths,2203,2382,100,0.537607055032646,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,April,Number of Drug Overdose Deaths,2168,2354,100,0.565268163893919,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,May,Number of Drug Overdose Deaths,2143,2337,100,0.59419014084507,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,June,Number of Drug Overdose Deaths,2105,2316,100,0.654091877091573,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,July,Number of Drug Overdose Deaths,2078,2294,100,0.676369142760999,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,August,Number of Drug Overdose Deaths,2104,2333,100,0.704828072295222,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,September,Number of Drug Overdose Deaths,2106,2331,100,0.695389266817838,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,October,Number of Drug Overdose Deaths,2093,2319,100,0.701059975848652,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,November,Number of Drug Overdose Deaths,2102,2306,100,0.636343793549254,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2017,December,Number of Drug Overdose Deaths,2138,2334,100,0.602742478276156,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2018,January,Number of Drug Overdose Deaths,2159,2334,100,0.584717386596478,Underreported due to incomplete data.
MA,MA,2018,February,Number of Drug Overdose Deaths,2166,2344,100,0.563055536991245,Underreported due to incomplete data.
MA,MA,2018,March,Number of Drug Overdose Deaths,2158,2336,100,0.543760143218056,Underreported due to incomplete data.
MA,MA,2018,April,Number of Drug Overdose Deaths,2160,2324,100,0.508082366355892,Underreported due to incomplete data.
MA,MA,2018,May,Number of Drug Overdose Deaths,2219,2383,100,0.492882443360289,Underreported due to incomplete data.
MA,MA,2018,June,Number of Drug Overdose Deaths,2277,2429,100,0.434143734971948,Underreported due to incomplete data.
MA,MA,2018,July,Number of Drug Overdose Deaths,2304,2452,100,0.405615183027592,Underreported due to incomplete data.
MD,MD,2015,January,Cocaine (T40.5),109,116,100,0.008585164835165,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,February,Cocaine (T40.5),117,124,100,0.008553405324495,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,March,Cocaine (T40.5),119,126,100,0.008543722499893,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,April,Cocaine (T40.5),119,126,100,0.010654619843164,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,May,Cocaine (T40.5),121,128,100,0.010616838305553,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,June,Cocaine (T40.5),122,129,100,0.010570601044375,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,July,Cocaine (T40.5),131,139,100,0.010551639724813,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,August,Cocaine (T40.5),139,147,100,0.010535853509493,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,September,Cocaine (T40.5),144,153,100,0.014741497314942,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,October,Cocaine (T40.5),150,159,100,0.01889565399958,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,November,Cocaine (T40.5),143,152,100,0.021015909043146,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,December,Cocaine (T40.5),145,154,100,0.021203511301472,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,January,Cocaine (T40.5),154,163,100,0.02145232221388,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,February,Cocaine (T40.5),164,174,100,0.02141969755387,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,March,Cocaine (T40.5),171,181,100,0.021418321231982,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,April,Cocaine (T40.5),179,190,100,0.019190583820206,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,Cocaine (T40.5),199,211,100,0.023377396183109,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,Cocaine (T40.5),221,234,100,0.025466893039049,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,Cocaine (T40.5),237,251,100,0.027475430624538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,Cocaine (T40.5),243,257,100,0.027340792462354,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,Cocaine (T40.5),259,274,100,0.025068939583856,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,Cocaine (T40.5),275,291,100,0.022895202414403,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,Cocaine (T40.5),298,315,100,0.018613885958925,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,Cocaine (T40.5),316,334,100,0.0164379058108,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,Cocaine (T40.5),329,348,100,0.016316208113234,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,Cocaine (T40.5),335,354,100,0.01829677366891,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,Cocaine (T40.5),346,366,100,0.020206510537695,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,Cocaine (T40.5),380,402,100,0.02017105050831,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,Cocaine (T40.5),388,410,100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,Cocaine (T40.5),404,427,100,0.024167237281991,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,July,Cocaine (T40.5),411,435,100,0.022208762366243,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,August,Cocaine (T40.5),435,460,100,0.024218450422814,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,September,Cocaine (T40.5),459,485,100,0.024201843373737,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,October,Cocaine (T40.5),474,501,100,0.02624830900317,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,November,Cocaine (T40.5),497,526,100,0.032297785583076,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,December,Cocaine (T40.5),524,554,100,0.036239178578619,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2018,January,Cocaine (T40.5),553,583,100,0.038029663137247,Underreported due to incomplete data.
MD,MD,2018,February,Cocaine (T40.5),592,627,100,0.038025096563732,Underreported due to incomplete data.
MD,MD,2018,March,Cocaine (T40.5),631,666,100,0.040056078509914,Underreported due to incomplete data.
MD,MD,2018,April,Cocaine (T40.5),658,699,100,0.044127971116237,Underreported due to incomplete data.
MD,MD,2018,May,Cocaine (T40.5),688,728,100,0.048165689973509,Underreported due to incomplete data.
MD,MD,2018,June,Cocaine (T40.5),709,749,100,0.044120891242003,Underreported due to incomplete data.
MD,MD,2018,July,Cocaine (T40.5),736,775,100,0.047936723524947,Underreported due to incomplete data.
MD,MD,2015,January,Heroin (T40.1),327,328,100,0.008585164835165,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,February,Heroin (T40.1),336,337,100,0.008553405324495,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,March,Heroin (T40.1),335,336,100,0.008543722499893,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,April,Heroin (T40.1),329,330,100,0.010654619843164,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,May,Heroin (T40.1),337,338,100,0.010616838305553,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,June,Heroin (T40.1),331,332,100,0.010570601044375,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,July,Heroin (T40.1),342,343,100,0.010551639724813,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,August,Heroin (T40.1),363,364,100,0.010535853509493,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,September,Heroin (T40.1),381,382,100,0.014741497314942,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,October,Heroin (T40.1),390,392,100,0.01889565399958,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,November,Heroin (T40.1),396,398,100,0.021015909043146,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,December,Heroin (T40.1),422,424,100,0.021203511301472,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,January,Heroin (T40.1),418,420,100,0.02145232221388,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,February,Heroin (T40.1),421,423,100,0.02141969755387,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,March,Heroin (T40.1),433,435,100,0.021418321231982,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,April,Heroin (T40.1),468,470,100,0.019190583820206,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,Heroin (T40.1),506,508,100,0.023377396183109,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,Heroin (T40.1),560,563,100,0.025466893039049,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,Heroin (T40.1),596,599,100,0.027475430624538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,Heroin (T40.1),604,607,100,0.027340792462354,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,Heroin (T40.1),609,612,100,0.025068939583856,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,Heroin (T40.1),626,629,100,0.022895202414403,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,Heroin (T40.1),633,635,100,0.018613885958925,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,Heroin (T40.1),656,658,100,0.0164379058108,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,Heroin (T40.1),679,681,100,0.016316208113234,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,Heroin (T40.1),688,690,100,0.01829677366891,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,Heroin (T40.1),692,695,100,0.020206510537695,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,Heroin (T40.1),683,686,100,0.02017105050831,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,Heroin (T40.1),646,648,100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,Heroin (T40.1),613,616,100,0.024167237281991,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,July,Heroin (T40.1),582,584,100,0.022208762366243,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,August,Heroin (T40.1),574,577,100,0.024218450422814,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,September,Heroin (T40.1),572,575,100,0.024201843373737,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,October,Heroin (T40.1),556,559,100,0.02624830900317,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,November,Heroin (T40.1),543,546,100,0.032297785583076,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,December,Heroin (T40.1),516,519,100,0.036239178578619,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2018,January,Heroin (T40.1),481,481,100,0.038029663137247,Underreported due to incomplete data.
MD,MD,2018,February,Heroin (T40.1),468,470,100,0.038025096563732,Underreported due to incomplete data.
MD,MD,2018,March,Heroin (T40.1),454,458,100,0.040056078509914,Underreported due to incomplete data.
MD,MD,2018,April,Heroin (T40.1),449,453,100,0.044127971116237,Underreported due to incomplete data.
MD,MD,2018,May,Heroin (T40.1),439,443,100,0.048165689973509,Underreported due to incomplete data.
MD,MD,2018,June,Heroin (T40.1),423,427,100,0.044120891242003,Underreported due to incomplete data.
MD,MD,2018,July,Heroin (T40.1),414,420,100,0.047936723524947,Underreported due to incomplete data.
MD,MD,2015,January,Methadone (T40.3),150,151,100,0.008585164835165,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,February,Methadone (T40.3),161,162,100,0.008553405324495,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,March,Methadone (T40.3),163,164,100,0.008543722499893,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,April,Methadone (T40.3),171,172,100,0.010654619843164,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,May,Methadone (T40.3),173,174,100,0.010616838305553,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,June,Methadone (T40.3),170,171,100,0.010570601044375,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,July,Methadone (T40.3),176,177,100,0.010551639724813,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,August,Methadone (T40.3),166,167,100,0.010535853509493,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,September,Methadone (T40.3),175,176,100,0.014741497314942,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,October,Methadone (T40.3),183,184,100,0.01889565399958,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,November,Methadone (T40.3),184,186,100,0.021015909043146,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,December,Methadone (T40.3),188,190,100,0.021203511301472,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,January,Methadone (T40.3),179,181,100,0.02145232221388,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,February,Methadone (T40.3),183,185,100,0.02141969755387,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,March,Methadone (T40.3),183,185,100,0.021418321231982,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,April,Methadone (T40.3),180,181,100,0.019190583820206,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,Methadone (T40.3),177,179,100,0.023377396183109,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,Methadone (T40.3),180,182,100,0.025466893039049,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,Methadone (T40.3),180,182,100,0.027475430624538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,Methadone (T40.3),191,193,100,0.027340792462354,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,Methadone (T40.3),190,192,100,0.025068939583856,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,Methadone (T40.3),188,190,100,0.022895202414403,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,Methadone (T40.3),189,191,100,0.018613885958925,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,Methadone (T40.3),194,195,100,0.0164379058108,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,Methadone (T40.3),200,202,100,0.016316208113234,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,Methadone (T40.3),189,191,100,0.01829677366891,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,Methadone (T40.3),202,204,100,0.020206510537695,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,Methadone (T40.3),209,211,100,0.02017105050831,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,Methadone (T40.3),215,217,100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,Methadone (T40.3),218,220,100,0.024167237281991,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,July,Methadone (T40.3),216,218,100,0.022208762366243,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,August,Methadone (T40.3),222,224,100,0.024218450422814,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,September,Methadone (T40.3),227,229,100,0.024201843373737,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,October,Methadone (T40.3),227,229,100,0.02624830900317,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,November,Methadone (T40.3),227,229,100,0.032297785583076,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,December,Methadone (T40.3),241,243,100,0.036239178578619,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2018,January,Methadone (T40.3),241,242,100,0.038029663137247,Underreported due to incomplete data.
MD,MD,2018,February,Methadone (T40.3),246,249,100,0.038025096563732,Underreported due to incomplete data.
MD,MD,2018,March,Methadone (T40.3),243,247,100,0.040056078509914,Underreported due to incomplete data.
MD,MD,2018,April,Methadone (T40.3),236,239,100,0.044127971116237,Underreported due to incomplete data.
MD,MD,2018,May,Methadone (T40.3),225,229,100,0.048165689973509,Underreported due to incomplete data.
MD,MD,2018,June,Methadone (T40.3),219,222,100,0.044120891242003,Underreported due to incomplete data.
MD,MD,2018,July,Methadone (T40.3),211,214,100,0.047936723524947,Underreported due to incomplete data.
